ID,App,Category,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
7101,[Sub/EMUI] P Pro - EMUI 8.1/8.0/5.X Theme,PERSONALIZATION,13,19M,100+,Paid,$0.99,Everyone,Personalization,"July 20, 2018",H7SubTV0.1_TV0.4,7.0 and up
7102,EP Lab Digest,MEDICAL,11,12M,500+,Free,0,Everyone,Medical,"July 12, 2018",1000000.6,4.1 and up
7103,GF - BF Chat Stories - Hindi English Convesation,FAMILY,32,4.1M,"10,000+",Free,0,Everyone,Education,"June 18, 2018",1.5,4.1 and up
7104,EF Forms,BUSINESS,2,23M,50+,Free,0,Everyone,Business,"July 24, 2018",1.29,4.4 and up
7105,Modern: DU Launcher Theme,PERSONALIZATION,868,309k,"50,000+",Free,0,Everyone,Personalization,"October 15, 2015",1.1,4.0 and up
7106,Explore British Columbia - BC Travel Guide,TRAVEL_AND_LOCAL,7,17M,500+,Free,0,Everyone,Travel & Local,"October 9, 2017",2.0.0,4.4W and up
7107,Just Dance Now,GAME,794058,56M,"10,000,000+",Free,0,Everyone,Music,"June 12, 2018",2.3.0,4.4 and up
7108,Dr. Pixel: Pill mania Classic,FAMILY,2419,6.2M,"100,000+",Free,0,Everyone,Puzzle,"March 31, 2018",1.2.7,4.0 and up
7109,Socratic - Math Answers & Homework Help,EDUCATION,37862,5.4M,"1,000,000+",Free,0,Everyone,Education,"June 7, 2018",1.8.1,4.1 and up
7110,DW Spectrum™ IP VMS,BUSINESS,102,2.4M,"10,000+",Free,0,Everyone,Business,"April 14, 2016",2.5.0-prod,2.2 and up
7111,Card Wars - Adventure Time,FAMILY,129603,23M,"1,000,000+",Paid,$2.99,Everyone 10+,Card;Action & Adventure,"February 11, 2016",1.11.0,2.3.3 and up
7112,Moto File Manager,TOOLS,38655,5.9M,"10,000,000+",Free,0,Everyone,Tools,"February 1, 2018",v3.7.93,5.0 and up
7113,BD Earn Pro,FAMILY,540,3.2M,"10,000+",Free,0,Everyone,Entertainment,"August 1, 2018",2.4,4.1 and up
7114,DB Busradar NRW,MAPS_AND_NAVIGATION,78,3.0M,"10,000+",Free,0,Everyone,Maps & Navigation,"April 12, 2017",1.0.2,2.2 and up
7115,Big Days - Events Countdown,LIFESTYLE,39724,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,"June 29, 2018",Varies with device,Varies with device
7116,Color Flashlight,TOOLS,472904,Varies with device,"50,000,000+",Free,0,Everyone,Tools,"December 14, 2017",Varies with device,Varies with device
7117,The Secret Daily Teachings,LIFESTYLE,206,32M,"1,000+",Paid,$4.99,Everyone,Lifestyle,"February 11, 2018",14.0,4.0.3 and up
7118,B@dL!bs Lite,GAME,10,36M,"1,000+",Free,0,Mature 17+,Word,"April 5, 2016",6,4.0.3 and up
7119,Contacts,COMMUNICATION,66602,Varies with device,"50,000,000+",Free,0,Everyone,Communication,"June 26, 2018",2.8.4.201036949,5.0 and up
7120,The Grand Way,GAME,1995,92M,"500,000+",Free,0,Teen,Action,"July 3, 2018",1.9,4.1 and up
7121,Grim Soul: Dark Fantasy Survival,GAME,189773,95M,"5,000,000+",Free,0,Teen,Role Playing,"July 18, 2018",1.1.1,4.1 and up
7122,Crazy Wheels,GAME,121082,7.0M,"10,000,000+",Free,0,Teen,Adventure,"January 17, 2018",1.0.7,2.1 and up
7123,Mozart Baby Sleep,PARENTING,107,98M,"50,000+",Free,0,Teen,Parenting,"July 9, 2018",1.4.0,4.2 and up
7124,Guns - Shot Sounds,FAMILY,29544,10M,"10,000,000+",Free,0,Everyone,Entertainment,"July 25, 2018",3.15,4.0 and up
7125,CareZone,MEDICAL,27524,Varies with device,"1,000,000+",Free,0,Everyone,Medical,"July 30, 2018",Varies with device,Varies with device
7126,Ringtone Maker,PERSONALIZATION,495905,Varies with device,"50,000,000+",Free,0,Everyone,Personalization,"July 29, 2018",Varies with device,Varies with device
7127,T-Mobile,TOOLS,482630,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device
7128,Baby Game Animal Jam Free,GAME,9,26M,500+,Free,0,Everyone,Board,"March 24, 2017",1.0,2.3 and up
7129,PlugShare,MAPS_AND_NAVIGATION,4501,26M,"100,000+",Free,0,Teen,Maps & Navigation,"July 25, 2018",3.5.1,4.0.3 and up
7130,C.P. CERVANTES (TOBARRA),SOCIAL,0,4.9M,5+,Free,0,Everyone,Social,"July 24, 2018",8.2,4.0.3 and up
7131,Weapon stripping 3D,FAMILY,23971,24M,"1,000,000+",Free,0,Everyone,Simulation,"August 4, 2018",39.231,4.1 and up
7132,BSPlayer ARMv7 VFP CPU support,VIDEO_PLAYERS,9966,5.5M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"March 31, 2017",1.23,2.1 and up
7133,pCloud: Free Cloud Storage,PRODUCTIVITY,16149,Varies with device,"1,000,000+",Free,0,Everyone,Productivity,"July 24, 2018",Varies with device,Varies with device
7134,My CG,PRODUCTIVITY,0,Varies with device,10+,Free,0,Teen,Productivity,"August 2, 2018",Varies with device,Varies with device
7135,Downtown Mafia: Gang Wars (Mobster Game) Free,FAMILY,69013,Varies with device,"1,000,000+",Free,0,Teen,Role Playing,"September 2, 2017",Varies with device,Varies with device
7136,OpenCV Manager,LIBRARIES_AND_DEMO,12657,Varies with device,"1,000,000+",Free,0,Everyone,Libraries & Demo,"September 21, 2015",3.00,Varies with device
7137,USA TODAY,NEWS_AND_MAGAZINES,49259,Varies with device,"5,000,000+",Free,0,Everyone 10+,News & Magazines,"August 2, 2018",Varies with device,Varies with device
7138,CG Shikshak,FAMILY,211,6.8M,"10,000+",Free,0,Everyone,Education,"July 5, 2016",2.0,4.0.3 and up
7139,Socrative Teacher,EDUCATION,1239,1.8M,"100,000+",Free,0,Everyone,Education,"July 29, 2016",4.4.1,3.2 and up
7140,Ai illustrator viewer,ART_AND_DESIGN,486,5.9M,"100,000+",Free,0,Everyone,Art & Design,"July 26, 2018",5.7,5.0 and up
7141,Paramedic Meds,MEDICAL,163,375k,"10,000+",Paid,$1.99,Everyone,Medical,"August 3, 2015",3.4.3,1.6 and up
7142,SkyTest BU/GU Lite,BUSINESS,28,20M,500+,Paid,$17.99,Everyone,Business,"October 24, 2017",2.0.5,3.0 and up
7143,The Tribez: Build a Village,FAMILY,1852384,Varies with device,"10,000,000+",Free,0,Everyone,Simulation,"July 13, 2018",9.3.6,4.0.3 and up
7144,BS Battery+,TOOLS,269,647k,"50,000+",Free,0,Everyone,Tools,"August 18, 2012",4.0.1,2.0 and up
7145,"Read- Latest News, Information, Gossip and Politics",NEWS_AND_MAGAZINES,185058,6.7M,"10,000,000+",Free,0,Teen,News & Magazines,"August 1, 2018",3.1.6.9,4.1 and up
7146,Do I Snore or Grind,MEDICAL,2295,19M,"100,000+",Free,0,Everyone,Medical,"July 9, 2018",0.3.1,5.0 and up
7147,BV Bombers,SPORTS,0,12M,100+,Free,0,Everyone,Sports,"January 31, 2017",7.1.5,4.0 and up
7148,CJ: Strike Back,GAME,29330,6.9M,"1,000,000+",Free,0,Everyone,Action,"August 17, 2012",1.0.9,2.0.1 and up
7149,Corporate B.S. Generator,BUSINESS,0,6.9M,10+,Free,0,Everyone,Business,"November 20, 2017",1.00,3.0 and up
7150,Loop - Habit Tracker,PRODUCTIVITY,17955,3.8M,"1,000,000+",Free,0,Everyone,Productivity,"May 23, 2018",1.7.9,4.0.3 and up
7151,Hard Time (Prison Sim),GAME,275843,41M,"10,000,000+",Free,0,Teen,Adventure,"July 19, 2018",1.401,4.0 and up
7152,zulily - Shop Daily Deals in Fashion and Home,SHOPPING,28560,Varies with device,"1,000,000+",Free,0,Everyone,Shopping,"July 23, 2018",Varies with device,Varies with device
7153,Clash Soundboard For CR & COC,FAMILY,13,26M,500+,Free,0,Everyone,Entertainment,"January 3, 2018",1.1,4.0.3 and up
7154,HD Camera,PHOTOGRAPHY,49680,8.7M,"5,000,000+",Free,0,Everyone,Photography,"July 11, 2018",1.8.5,4.2 and up
7155,ES File Explorer/Manager PRO,PRODUCTIVITY,81614,6.6M,"500,000+",Paid,$2.99,Everyone,Productivity,"July 11, 2018",Pro 1.1.4.1,4.0 and up
7156,Wemep - Special price representative (special / shopping / shopping app / coupon / shipping),SHOPPING,178497,9.1M,"10,000,000+",Free,0,Everyone,Shopping,"August 2, 2018",4.33.0,4.0.3 and up
7157,Mobile Legends: Bang Bang,GAME,8219586,99M,"100,000,000+",Free,0,Teen,Action,"July 24, 2018",1.2.97.3042,4.0.3 and up
7158,"ABS Workout - Belly workout, 30 days AB",HEALTH_AND_FITNESS,5103,Varies with device,"100,000+",Free,0,Everyone,Health & Fitness,"July 13, 2018",2.0.5,4.0.3 and up
7159,DK TEL Dialer,COMMUNICATION,0,4.2M,50+,Free,0,Everyone,Communication,"November 26, 2017",3.8.8,2.2 and up
7160,B-Grade Renegade,GAME,24,64M,"1,000+",Paid,$1.99,Teen,Action,"October 17, 2017",0.8.17,3.2 and up
7161,Share G - Images Sharing - Wallpapers App,SOCIAL,120,2.3M,"10,000+",Free,0,Teen,Social,"October 5, 2017",1.0,4.0.3 and up
7162,Inches to Centimeters,TOOLS,949,411k,"100,000+",Free,0,Everyone,Tools,"April 13, 2018",3.0,1.6 and up
7163,SNCF,TRAVEL_AND_LOCAL,15750,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"August 2, 2018",Varies with device,Varies with device
7164,CM Launcher Default Theme,PERSONALIZATION,3989,1.1M,"100,000+",Free,0,Everyone,Personalization,"September 11, 2015",1.1.1,4.0 and up
7165,Yahoo! Weather for SH Forecast for understanding the approach of rain clouds Free,WEATHER,7457,Varies with device,"1,000,000+",Free,0,Everyone,Weather,"August 2, 2018",Varies with device,Varies with device
7166,BJ Bridge Free (2018),GAME,20,4.8M,"10,000+",Free,0,Everyone,Card,"May 21, 2018",6.2-lite,4.0 and up
7167,S Pen Keeper,TOOLS,560,314k,"50,000+",Free,0,Everyone,Tools,"June 8, 2018",2.1.0.032,4.0.3 and up
7168,Pou,GAME,10485308,24M,"500,000,000+",Free,0,Everyone,Casual,"May 25, 2018",1.4.77,4.0 and up
7169,foodpanda - Local Food Delivery,FOOD_AND_DRINK,292969,16M,"10,000,000+",Free,0,Everyone,Food & Drink,"July 30, 2018",4.11.3,4.2 and up
7170,Sufara.ba,FAMILY,285,25M,"10,000+",Free,0,Everyone,Education,"January 5, 2018",1.0.5,4.4 and up
7171,Ax 3 Domaines,SPORTS,12,23M,"1,000+",Free,0,Everyone,Sports,"January 26, 2018",5.0.3,4.2 and up
7172,AB Click2Shop,SHOPPING,454,18M,"100,000+",Free,0,Everyone,Shopping,"June 26, 2018",1.1.0.0,4.1 and up
7173,Florida Blue,HEALTH_AND_FITNESS,499,34M,"100,000+",Free,0,Everyone,Health & Fitness,"July 10, 2018",4.2.1,7.0 and up
7174,Ant Smasher by Best Cool & Fun Games,GAME,1185148,29M,"100,000,000+",Free,0,Everyone,Arcade,"August 1, 2018",9.55,4.0.3 and up
7175,What was I in my Past Life,FAMILY,7453,6.5M,"1,000,000+",Free,0,Everyone,Entertainment,"December 19, 2017",2.1,4.1 and up
7176,LifePoint Church - FL,LIFESTYLE,1,7.6M,50+,Free,0,Everyone,Lifestyle,"December 9, 2015",1.1,4.0.3 and up
7177,Microsoft Word,PRODUCTIVITY,2084126,Varies with device,"500,000,000+",Free,0,Everyone,Productivity,"July 11, 2018",16.0.10325.20043,4.4 and up
7178,"Borneo Bible, BM Bible",BOOKS_AND_REFERENCE,659,5.0M,"10,000+",Free,0,Everyone,Books & Reference,"August 28, 2017",4.4.5,4.0 and up
7179,Greater London A-Z 2016,TRAVEL_AND_LOCAL,40,9.0M,"1,000+",Paid,$8.49,Everyone,Travel & Local,"August 18, 2016",1.0.1,4.1 and up
7180,weather HD,PERSONALIZATION,1546,4.5M,"10,000+",Paid,$1.99,Everyone,Personalization,"February 26, 2014",3.1,2.1 and up
7181,DB TOS - Pocket Helper,TOOLS,265,Varies with device,"10,000+",Free,0,Everyone,Tools,"May 22, 2016",1.7,4.0 and up
7182,Weather & Clock Widget for Android,WEATHER,2371543,11M,"50,000,000+",Free,0,Everyone,Weather,"June 4, 2018",5.9.4.0,4.0.3 and up
7183,Omlet Chat,COMMUNICATION,40751,35M,"10,000,000+",Free,0,Teen,Communication,"November 4, 2016",2.2.7600,4.0.3 and up
7184,TelaDoc,MEDICAL,6,13M,"1,000+",Free,0,Everyone,Medical,"March 31, 2018",1.3.0,5.0 and up
7185,"All Football GO- Live Score, Games",SPORTS,1981,10M,"100,000+",Free,0,Everyone,Sports,"June 21, 2018",2.9.9go,4.1 and up
7186,C Prowess,FAMILY,306,3.3M,"5,000+",Free,0,Everyone,Education,"June 3, 2017",1.2,4.1 and up
7187,AT&T FamilyMap®,TOOLS,21592,25M,"10,000,000+",Free,0,Everyone,Tools,"October 24, 2017",10.1.1,4.0.3 and up
7188,Color Road,GAME,84911,71M,"10,000,000+",Free,0,Everyone,Arcade,"July 19, 2018",2.5.0,4.1 and up
7189,I Am Rich Premium,FINANCE,1867,4.7M,"50,000+",Paid,$399.99,Everyone,Finance,"November 12, 2017",1.6,4.0 and up
7190,BT Position Sender - Bluetooth Position Sender,TOOLS,0,2.9M,10+,Free,0,Everyone,Tools,"July 3, 2018",1.2.0,4.4 and up
7191,Mali J,SOCIAL,185,4.7M,"10,000+",Free,0,Teen,Social,"October 20, 2017",1.0.1,4.1 and up
7192,NCAA March Madness Live,SPORTS,34123,19M,"5,000,000+",Free,0,Everyone,Sports,"March 30, 2018",7.1.0,5.0 and up
7193,FM News,EVENTS,46,3.6M,"5,000+",Free,0,Everyone,Events,"July 4, 2018",1.4,4.2 and up
7194,AE 3D MOTOR :Racing Games Free,GAME,74902,Varies with device,"5,000,000+",Free,0,Everyone,Racing,"August 26, 2016",Varies with device,Varies with device
7195,Galaxy Gift,LIFESTYLE,95557,16M,"10,000,000+",Free,0,Everyone,Lifestyle,"July 23, 2018",7.0.8,4.0.3 and up
7196,Chest CT Sectional Walker,MEDICAL,2,20M,100+,Paid,$9.99,Everyone,Medical,"July 9, 2016",1.1,4.0 and up
7197,fred's Pharmacy,MEDICAL,315,22M,"100,000+",Free,0,Everyone,Medical,"October 10, 2017",1.0.02,4.0 and up
7198,Imperium CF,SPORTS,9,3.5M,500+,Free,0,Everyone,Sports,"March 22, 2017",01e,4.0.3 and up
7199,Smart Air Conditioner(CAC),TOOLS,409,7.9M,"50,000+",Free,0,Everyone,Tools,"May 25, 2018",1.0.18,2.2 and up
7200,FK Sileks,SPORTS,0,26M,1+,Free,0,Everyone,Sports,"March 18, 2018",1.0,4.1 and up
7201,AW,FAMILY,0,Varies with device,5+,Free,0,Everyone 10+,Strategy,"August 28, 2015",Varies with device,Varies with device
7202,BZ Conferencing,TOOLS,7,29M,"1,000+",Free,0,Everyone,Tools,"June 27, 2018",3.8.3,4.1 and up
7203,ConvertPad - Unit Converter,TOOLS,90831,4.3M,"10,000,000+",Free,0,Everyone,Tools,"June 18, 2017",3.1.00,4.2 and up
7204,AP Mobile,FAMILY,117,13M,"10,000+",Free,0,Everyone,Education,"November 21, 2017",1.03,6.0 and up
7205,AP Manager,TOOLS,177,2.8M,"10,000+",Free,0,Everyone,Tools,"May 4, 2015",1.0.8,2.3 and up
7206,Candy Crush Jelly Saga,GAME,1300490,78M,"50,000,000+",Free,0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up
7207,Easy DIY CD Craft Ideas,ART_AND_DESIGN,7,5.6M,"5,000+",Free,0,Everyone,Art & Design,"May 30, 2018",1.0,2.3 and up
7208,Nights at Slender Pizzeria 3D,GAME,2628,45M,"100,000+",Free,0,Teen,Adventure,"May 22, 2017",1.1,4.2 and up
7209,FP Runner,GAME,38,29M,"1,000+",Free,0,Everyone,Arcade,"June 29, 2016",1.12,3.1 and up
7210,ABC15 Arizona,NEWS_AND_MAGAZINES,1820,Varies with device,"100,000+",Free,0,Everyone,News & Magazines,"July 5, 2018",Varies with device,Varies with device
7211,Ice Crush 2018 - A new Puzzle Matching Adventure,GAME,15403,25M,"1,000,000+",Free,0,Everyone,Casual,"August 2, 2018",1.8.1,4.1 and up
7212,Citi Mobile®,FINANCE,78306,46M,"5,000,000+",Free,0,Everyone,Finance,"July 31, 2018",9.9.0,4.4 and up
7213,Alachua County Sheriff FL,LIFESTYLE,5,9.5M,100+,Free,0,Everyone,Lifestyle,"May 13, 2015",1.0,4.0 and up
7214,Eating Show - Food BJ,FAMILY,103,36M,"10,000+",Free,0,Everyone,Simulation,"October 30, 2017",1.29,4.1 and up
7215,T-Mobile in,FINANCE,3856,8.2M,"1,000,000+",Free,0,Everyone,Finance,"July 31, 2018",3.2.1,4.4 and up
7216,10 Minutes a Day Times Tables,FAMILY,681,48M,"100,000+",Free,0,Everyone,Education,"July 3, 2014",1.2,2.2 and up
7217,NBA LIVE Mobile Basketball,SPORTS,1690802,58M,"50,000,000+",Free,0,Everyone,Sports,"May 21, 2018",2.3.1,4.0 and up
7218,GLASS GO Launcher EX Theme,PERSONALIZATION,18280,6.0M,"1,000,000+",Free,0,Everyone,Personalization,"January 8, 2015",1.28,1.6 and up
7219,EZ Display,PRODUCTIVITY,280,10.0M,"50,000+",Free,0,Everyone,Productivity,"November 14, 2014",1.0.0.457,4.0 and up
7220,Unicorn Pokez - Color By Number,COMICS,516,12M,"50,000+",Free,0,Everyone,Comics;Creativity,"August 3, 2018",1.0.6,4.4 and up
7221,Florida - Pocket Brainbook,BOOKS_AND_REFERENCE,7,12M,"1,000+",Free,0,Everyone,Books & Reference,"March 19, 2018",1.0.9,4.4 and up
7222,Beautiful Widgets Pro,PERSONALIZATION,97890,14M,"1,000,000+",Paid,$2.49,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up
7223,Build.com - Shop Home Improvement & Expert Advice,HOUSE_AND_HOME,118,72M,"50,000+",Free,0,Everyone,House & Home,"July 10, 2018",3.7.1,5.0 and up
7224,Candy Smash,FAMILY,11436,15M,"1,000,000+",Free,0,Everyone,Casual;Brain Games,"April 17, 2018",2.2.3169,4.0.3 and up
7225,"Chat Mexico: meet people, flirt and friendship",DATING,8,9.3M,"5,000+",Free,0,Mature 17+,Dating,"July 2, 2018",3.7,4.0.3 and up
7226,NOOK: Read eBooks & Magazines,BOOKS_AND_REFERENCE,155446,Varies with device,"10,000,000+",Free,0,Teen,Books & Reference,"April 25, 2018",Varies with device,Varies with device
7227,Puffin for Facebook,SOCIAL,10743,Varies with device,"500,000+",Free,0,Teen,Social,"December 28, 2017",7.0.4.17908,4.1 and up
7228,TappyToon Comics & Webtoons,COMICS,4205,10M,"100,000+",Free,0,Teen,Comics,"July 13, 2018",1.77,4.0.3 and up
7229,Vpn Hosts (ad blocker & no root & support ipv6 ),TOOLS,319,1.1M,"10,000+",Paid,$2.99,Everyone,Tools,"July 3, 2018",2.0.1,4.4 and up
7230,Pet Beauty Salon,FAMILY,20292,47M,"1,000,000+",Free,0,Everyone,Educational;Creativity,"May 24, 2015",1.2,2.3 and up
7231,Fossil Q,LIFESTYLE,6627,18M,"500,000+",Free,0,Everyone,Lifestyle,"August 1, 2018",2.5.1,4.4 and up
7232,Co-op Credit Union on the Go,FINANCE,5,30M,"1,000+",Free,0,Everyone,Finance,"April 25, 2018",18.1.79,5.0 and up
7233,EXOGEN Connects (US),MEDICAL,0,16M,10+,Free,0,Everyone,Medical,"August 1, 2018",1.0.1,4.1 and up
7234,myGrow,PRODUCTIVITY,84,23M,"1,000+",Paid,$4.29,Mature 17+,Productivity,"April 29, 2016",2.3.9,3.2 and up
7235,EZ PZ RPG,FAMILY,70903,47M,"1,000,000+",Free,0,Everyone 10+,Role Playing,"October 27, 2016",2.164.4,2.3 and up
